sample_name,ncbi_name,abundance,abundance_mean
20230511_BC84,Escherichia coli,0.000552946,0.022009821134615387
20230511_BC84,Shigella,0.000552946,0.022009821134615387
20230511_BC84,Ruminococcus,0.0,0.01329550498688811
20230511_BC84,Actinobacteria,0.0029772029999999977,0.009807003103146857
20230511_BC84,Ruminococcus gnavus,0.001786322,0.009266101511363636
20230511_BC84,Klebsiella,0.000552909,0.006125803476398601
20230511_BC84,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC84,Clostridium difficile,0.002466825,0.0026126793548951048
20230511_BC84,Ruminococcus torques,4.25e-05,0.0019064906459790208
20230511_BC84,Clostridium bolteae,0.000467846,0.0014537485305944056
20230511_BC84,Odoribacter spp.,0.0,0.0013930499510489511
20230511_BC84,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC84,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC84,Clostridium ramosum,0.000127594,0.0010261044335664335
20230511_BC84,Veillonella,0.009484519,0.0009619912272727273
20230511_BC84,Enterobacter aerogenes,0.000552909,0.0005253801695804196
20230511_BC84,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC84,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC84,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC84,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC84,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC84,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC84,Neisseria,0.0,1.904704020979021e-05
20230511_BC84,Barnesiella,0.000170089,1.737465209790184e-05
20230511_BC84,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC84,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC84,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC84,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC84,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC58,Proteobacteria,0.4423004,0.06353462824825175
20230511_BC58,Escherichia coli,8.43e-05,0.022009821134615387
20230511_BC58,Shigella,8.43e-05,0.022009821134615387
20230511_BC58,Ruminococcus,0.004508110000000001,0.01329550498688811
20230511_BC58,Actinobacteria,0.0074994729999999996,0.009807003103146857
20230511_BC58,Ruminococcus gnavus,0.0,0.009266101511363636
20230511_BC58,Klebsiella,4.21e-05,0.006125803476398601
20230511_BC58,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC58,Clostridium difficile,0.00067411,0.0026126793548951048
20230511_BC58,Ruminococcus torques,4.21e-05,0.0019064906459790208
20230511_BC58,Clostridium bolteae,0.0,0.0014537485305944056
20230511_BC58,Odoribacter spp.,8.43e-05,0.0013930499510489511
20230511_BC58,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC58,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC58,Clostridium ramosum,0.0,0.0010261044335664335
20230511_BC58,Veillonella,0.000337055,0.0009619912272727273
20230511_BC58,Enterobacter aerogenes,4.21e-05,0.0005253801695804196
20230511_BC58,Clostridium spiroforme,4.21e-05,0.0003015902701048951
20230511_BC58,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC58,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC58,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC58,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC58,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC58,Neisseria,0.0,1.904704020979021e-05
20230511_BC58,Barnesiella,4.21e-05,1.737465209790184e-05
20230511_BC58,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC58,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC58,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC58,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC58,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC64,Proteobacteria,0.045727686,0.06353462824825175
20230511_BC64,Escherichia coli,0.001025942,0.022009821134615387
20230511_BC64,Shigella,0.001025942,0.022009821134615387
20230511_BC64,Ruminococcus,0.000781624,0.01329550498688811
20230511_BC64,Actinobacteria,0.0010259420000000002,0.009807003103146857
20230511_BC64,Ruminococcus gnavus,0.018662367,0.009266101511363636
20230511_BC64,Klebsiella,9.77e-05,0.006125803476398601
20230511_BC64,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC64,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC64,Ruminococcus torques,0.0,0.0019064906459790208
20230511_BC64,Clostridium bolteae,0.000146563,0.0014537485305944056
20230511_BC64,Odoribacter spp.,0.0,0.0013930499510489511
20230511_BC64,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC64,Coprococcus eutactus,4.89e-05,0.0011478131389860138
20230511_BC64,Clostridium ramosum,0.000879379,0.0010261044335664335
20230511_BC64,Veillonella,9.77e-05,0.0009619912272727273
20230511_BC64,Enterobacter aerogenes,4.89e-05,0.0005253801695804196
20230511_BC64,Clostridium spiroforme,0.000635107,0.0003015902701048951
20230511_BC64,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC64,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC64,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC64,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC64,Fusobacterium periodonticum,0.000390835,2.4661984265734264e-05
20230511_BC64,Neisseria,0.0,1.904704020979021e-05
20230511_BC64,Barnesiella,0.0,1.737465209790184e-05
20230511_BC64,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC64,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC64,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC64,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC64,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC66,Proteobacteria,0.050035154,0.06353462824825175
20230511_BC66,Escherichia coli,0.033044294,0.022009821134615387
20230511_BC66,Shigella,0.033044294,0.022009821134615387
20230511_BC66,Ruminococcus,0.042496679,0.01329550498688811
20230511_BC66,Actinobacteria,0.014530115000000003,0.009807003103146857
20230511_BC66,Ruminococcus gnavus,3.91e-05,0.009266101511363636
20230511_BC66,Klebsiella,0.000429654,0.006125803476398601
20230511_BC66,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC66,Clostridium difficile,0.000820248,0.0026126793548951048
20230511_BC66,Ruminococcus torques,0.000273416,0.0019064906459790208
20230511_BC66,Clostridium bolteae,0.000117178,0.0014537485305944056
20230511_BC66,Odoribacter spp.,0.003046637,0.0013930499510489511
20230511_BC66,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC66,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC66,Clostridium ramosum,3.91e-05,0.0010261044335664335
20230511_BC66,Veillonella,0.000507773,0.0009619912272727273
20230511_BC66,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC66,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC66,Clostridium perfringens,7.81e-05,0.00022810874562937064
20230511_BC66,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC66,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC66,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC66,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC66,Neisseria,0.0,1.904704020979021e-05
20230511_BC66,Barnesiella,0.0,1.737465209790184e-05
20230511_BC66,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC66,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC66,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC66,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC66,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC86,Proteobacteria,0.004738511,0.06353462824825175
20230511_BC86,Escherichia coli,0.001951168,0.022009821134615387
20230511_BC86,Shigella,0.001951168,0.022009821134615387
20230511_BC86,Ruminococcus,0.0,0.01329550498688811
20230511_BC86,Actinobacteria,0.005644403,0.009807003103146857
20230511_BC86,Ruminococcus gnavus,0.000104526,0.009266101511363636
20230511_BC86,Klebsiella,6.97e-05,0.006125803476398601
20230511_BC86,Klebsiella pneumoniae,6.97e-05,0.003919519534965035
20230511_BC86,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC86,Ruminococcus torques,0.0,0.0019064906459790208
20230511_BC86,Clostridium bolteae,0.003275147,0.0014537485305944056
20230511_BC86,Odoribacter spp.,0.0,0.0013930499510489511
20230511_BC86,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC86,Coprococcus eutactus,3.48e-05,0.0011478131389860138
20230511_BC86,Clostridium ramosum,0.0,0.0010261044335664335
20230511_BC86,Veillonella,0.0,0.0009619912272727273
20230511_BC86,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC86,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC86,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC86,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC86,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC86,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC86,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC86,Neisseria,0.0,1.904704020979021e-05
20230511_BC86,Barnesiella,0.0,1.737465209790184e-05
20230511_BC86,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC86,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC86,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC86,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC86,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC83,Proteobacteria,0.07594103,0.06353462824825175
20230511_BC83,Escherichia coli,0.017224791,0.022009821134615387
20230511_BC83,Shigella,0.017224791,0.022009821134615387
20230511_BC83,Ruminococcus,0.011930696000000001,0.01329550498688811
20230511_BC83,Actinobacteria,0.011576067000000004,0.009807003103146857
20230511_BC83,Ruminococcus gnavus,0.000835909,0.009266101511363636
20230511_BC83,Klebsiella,0.0,0.006125803476398601
20230511_BC83,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC83,Clostridium difficile,0.000303967,0.0026126793548951048
20230511_BC83,Ruminococcus torques,2.53e-05,0.0019064906459790208
20230511_BC83,Clostridium bolteae,0.002051776,0.0014537485305944056
20230511_BC83,Odoribacter spp.,2.53e-05,0.0013930499510489511
20230511_BC83,Fusobacterium nucleatum,0.005243427,0.0012502030620629371
20230511_BC83,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC83,Clostridium ramosum,7.6e-05,0.0010261044335664335
20230511_BC83,Veillonella,0.000151983,0.0009619912272727273
20230511_BC83,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC83,Clostridium spiroforme,0.000202645,0.0003015902701048951
20230511_BC83,Clostridium perfringens,2.53e-05,0.00022810874562937064
20230511_BC83,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC83,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC83,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC83,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC83,Neisseria,0.0,1.904704020979021e-05
20230511_BC83,Barnesiella,0.0,1.737465209790184e-05
20230511_BC83,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC83,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC83,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC83,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC83,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC67,Proteobacteria,0.001194495,0.06353462824825175
20230511_BC67,Escherichia coli,0.000675149,0.022009821134615387
20230511_BC67,Shigella,0.000675149,0.022009821134615387
20230511_BC67,Ruminococcus,5.1968999999999976e-05,0.01329550498688811
20230511_BC67,Actinobacteria,0.0001038700000000059,0.009807003103146857
20230511_BC67,Ruminococcus gnavus,0.000830953,0.009266101511363636
20230511_BC67,Klebsiella,5.19e-05,0.006125803476398601
20230511_BC67,Klebsiella pneumoniae,5.19e-05,0.003919519534965035
20230511_BC67,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC67,Ruminococcus torques,0.000155804,0.0019064906459790208
20230511_BC67,Clostridium bolteae,0.000467411,0.0014537485305944056
20230511_BC67,Odoribacter spp.,0.000103869,0.0013930499510489511
20230511_BC67,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC67,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC67,Clostridium ramosum,0.0,0.0010261044335664335
20230511_BC67,Veillonella,0.000311607,0.0009619912272727273
20230511_BC67,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC67,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC67,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC67,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC67,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC67,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC67,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC67,Neisseria,0.0,1.904704020979021e-05
20230511_BC67,Barnesiella,0.0,1.737465209790184e-05
20230511_BC67,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC67,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC67,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC67,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC67,Salmonella enterica,0.0,2.279868006993007e-06
